,Step,Global_Price,Total_Processor_Inventory,Total_Mine_Output,Total_Recycled_Supply,Disrupted_Mines_Count,Mothballed_Mines_Count,Total_Consumer_Demand_Units,Fulfilled_Demand_Units,Unfulfilled_Demand_Units,Avg_Manufacturer_Intensity,Total_Reserves,Embargoed_Mines_Count,Total_Embargoed_Production,Total_Domestic_Stockpile,Closed_Chokepoints_Count,Total_In_Transit
80,80,16062.706330566112,95949.61538461538,90115.52920318524,0.0,0,0,1758040.5299902877,230392.55760141133,1527647.9723888761,0.04,123874553.22575963,0,0,0,0,1686717.5863717934
81,81,15259.571014037805,95949.61538461538,86503.98351225676,0.0,0,0,1822310.4238785256,224925.71594319408,1597384.7079353316,0.04,123788049.24224737,0,0,0,0,1455703.1817740626
82,82,14496.592463335914,95949.61538461538,82342.5084387931,0.0,1,0,1888929.8763747402,523626.0645494358,1365303.8118253043,0.04,123705706.73380858,0,0,0,0,1376154.866158796
83,83,13771.762840169118,95949.61538461538,78890.82726736422,0.0,2,0,1957984.7819050474,377608.82464752253,1580375.9572575248,0.04,123626815.90654121,0,0,0,0,1192220.5029742934
84,84,13083.174698160661,95949.61538461538,75777.4824851926,0.0,2,0,2029564.174997036,527726.1569794078,1501838.018017629,0.04,123551038.42405602,0,0,0,0,855142.2341529916
85,85,13083.174698160661,95949.61538461538,72819.80494212953,0.0,2,0,2103760.3450746126,489088.37751374947,1614671.9675608631,0.04,123478218.61911389,0,0,0,0,801796.5219871785
86,86,13083.174698160661,95949.61538461538,71128.17909815744,0.0,3,0,2103760.3450746126,317895.62915111525,1785864.7159234975,0.04,123407090.44001573,0,0,0,0,902490.8486699162
87,87,13083.174698160661,95949.61538461538,71128.17909815744,0.0,1,0,2103760.3450746126,306978.99502068065,1796781.3500539314,0.04,123335962.26091757,0,0,0,0,863415.8282316227
88,88,13737.333433068694,95949.61538461538,71906.61191772752,0.0,1,0,2103760.3450746126,241210.0275997143,1862550.3174748984,0.04,123264055.64899985,0,0,0,0,1323980.4770044112
89,89,14424.20010472213,95949.61538461538,74679.29294096434,0.0,0,0,2033123.4767661642,285699.27083587006,1747424.205930294,0.04,123189376.35605888,0,0,0,0,1457089.75563283
90,90,15145.410109958237,95949.61538461538,78823.77931491035,0.0,1,0,1964858.3458925923,123957.64263656306,1840900.7032560294,0.04,123110552.57674398,0,0,0,0,1479345.6537654984
91,91,15902.68061545615,95949.61538461538,81931.63494732254,0.0,1,0,1898885.3178580473,218770.39289579034,1680114.9249622575,0.04,123028620.94179665,0,0,0,0,999586.0329901172
92,92,16697.81464622896,95949.61538461538,85184.73365282548,0.0,1,0,1835127.4319161358,464940.18133641366,1370187.250579722,0.04,122943436.20814383,0,0,0,0,803064.0799293494
93,93,16697.81464622896,95949.61538461538,88558.28657478301,0.0,1,0,1773510.3113914663,624510.4803221091,1148999.8310693563,0.04,122854877.92156903,0,0,0,0,680584.8858137272
94,94,16697.81464622896,95949.61538461538,88558.28657478301,0.0,1,0,1773510.3113914663,384555.08793726907,1388955.223454197,0.04,122766319.63499425,0,0,0,0,1217637.2964955089
95,95,16697.81464622896,95949.61538461538,88558.28657478301,0.0,0,0,1773510.3113914663,170377.3105899666,1603133.0008014992,0.04,122677761.34841947,0,0,0,0,964094.3749368496
96,96,15862.92391391751,95949.61538461538,89030.25295391495,0.0,1,0,1773510.3113914663,326853.55304997345,1446656.7583414929,0.04,122588731.09546556,0,0,0,0,994598.6346258759
97,97,15069.777718221634,95949.61538461538,83537.03338182058,0.0,2,0,1838345.744692572,254671.34774861258,1583674.3969439594,0.04,122505194.06208374,0,0,0,0,1081374.3221753
98,98,14316.288832310553,95949.61538461538,79924.76400648733,0.0,3,0,1905551.4114140007,179829.09261926747,1725722.3187947327,0.04,122425269.29807726,0,0,0,0,1122921.0488539056
99,99,13600.474390695024,95949.61538461538,76743.0557206929,0.0,3,0,1975213.9618051674,264900.0405747891,1710313.921230378,0.04,122348526.24235655,0,0,0,0,922869.9581144892
100,100,12920.450671160272,95949.61538461538,73720.43284918816,0.0,2,0,2047423.2138481156,360462.5575902554,1686960.65625786,0.04,122274805.80950737,0,0,0,0,1377603.3238159919
101,101,12920.450671160272,95949.61538461538,72503.30490769363,0.0,0,0,2122272.269062481,347463.80299252085,1774808.46606996,0.04,122202302.50459968,0,0,0,0,718083.9106719742
102,102,12920.450671160272,95949.61538461538,70578.04288067223,0.0,1,0,2122272.269062481,598923.4939153267,1523348.7751471545,0.04,122131724.461719,0,0,0,0,796364.9133486939
103,103,12920.450671160272,95949.61538461538,70578.04288067223,0.0,1,0,2122272.269062481,308472.8560504921,1813799.4130119889,0.04,122061146.41883834,0,0,0,0,1048726.8141163255
104,104,13566.473204718286,95949.61538461538,65517.966569658434,0.0,3,0,2122272.269062481,245363.51810539642,1876908.7509570848,0.04,121995628.45226867,0,0,0,0,1118595.0444517443
105,105,14244.796864954202,95949.61538461538,67430.38650765993,0.0,4,0,2051013.8354983083,203096.75176585146,1847917.083732457,0.04,121928198.06576101,0,0,0,0,918432.132353539
106,106,14957.036708201913,95949.61538461538,69322.20326656787,0.0,5,0,1982148.009342733,292224.2821237073,1689923.727219026,0.04,121858875.86249445,0,0,0,0,1045307.5314555725
107,107,15704.888543612009,95949.61538461538,72053.27069485353,0.0,3,0,1915594.455259637,138794.33774244654,1776800.1175171908,0.04,121786822.5917996,0,0,0,0,1279851.1894528915
108,108,16490.13297079261,95949.61538461538,73612.65760588045,0.0,4,0,1851275.5352907523,204758.0114109927,1646517.5238797592,0.04,121713209.93419372,0,0,0,0,1288569.3430193258
109,109,17314.63961933224,95949.61538461538,71886.29650686769,0.0,4,0,1789116.218287204,297939.4436618636,1491176.7746253407,0.04,121641323.63768685,0,0,0,0,1706863.5322429012
110,110,18180.37160029885,95949.61538461538,77409.31818195245,0.0,5,0,1729043.9923820323,296925.1478400694,1432118.8445419625,0.04,121563914.3195049,0,0,0,0,1698393.0506306286
111,111,18180.37160029885,95949.61538461538,80184.01047226302,0.0,3,0,1670988.7804015668,300320.7109387113,1370668.0694628553,0.04,121483730.30903263,0,0,0,0,1400698.401371138
112,112,18180.37160029885,95949.61538461538,90007.56216283479,0.0,3,0,1670988.7804015668,310243.3740191773,1360745.4063823894,0.04,121393722.7468698,0,0,0,0,680373.8706830393
113,113,18180.37160029885,95949.61538461538,89776.79293206555,0.0,3,0,1670988.7804015668,496401.949838452,1174586.830563115,0.04,121303945.95393774,0,0,0,0,866313.1400629043
114,114,17271.353020283907,95949.61538461538,88470.50454015283,0.0,2,0,1670988.7804015668,479310.5287762244,1191678.2516253425,0.04,121215475.44939758,0,0,0,0,920123.2688255033
115,115,16407.78536926971,95949.61538461538,89642.32683337171,0.0,2,0,1732076.2637518174,334996.15599276574,1397080.1077590517,0.04,121125833.12256421,0,0,0,0,900735.8722331056
116,116,15587.396100806223,95949.61538461538,86021.5352780279,0.0,1,0,1795396.9641444779,271520.32089620136,1523876.643248276,0.04,121039811.58728619,0,0,0,0,1042665.9291802103
117,117,14808.02629576591,95949.61538461538,82801.74315520574,0.0,0,0,1861032.5228272276,232160.91721596615,1628871.6056112614,0.04,120957009.84413098,0,0,0,0,1042284.8172973434
118,118,14067.624980977615,95949.61538461538,66877.68717123845,0.0,1,0,1929067.565662862,323238.28889935627,1605829.2767635058,0.04,120890132.15695974,0,0,0,0,1524881.6595699396
119,119,13364.243731928733,95949.61538461538,59554.17435945688,0.0,4,0,1999589.812239898,195736.56433970333,1803853.247900194,0.04,120830577.98260029,0,0,0,0,1516722.670336932
120,120,13364.243731928733,95949.61538461538,51816.30916948121,0.0,6,0,2072690.1889720375,177960.3274047924,1894729.8615672453,0.04,120778761.6734308,0,0,0,0,1484220.7991775968
121,121,13364.243731928733,95949.61538461538,51287.317004781,0.0,7,0,2072690.1889720375,360381.5879456558,1712308.6010263818,0.04,120727474.35642602,0,0,0,0,852787.842099448
122,122,14032.45591852517,95949.61538461538,51287.317004781,0.0,5,0,2072690.1889720375,538265.7067460712,1534424.4822259664,0.04,120676187.03942125,0,0,0,0,1082402.9260018736
123,123,14734.078714451429,95949.61538461538,53407.16263358657,0.0,4,0,2003096.5471556552,426203.62519704114,1576892.9219586141,0.04,120622779.87678765,0,0,0,0,828667.8864304487
124,124,15470.782650174,95949.61538461538,73896.99279584158,0.0,3,0,1935839.6149001308,479155.1468336039,1456684.4680665268,0.04,120548882.88399181,0,0,0,0,844010.5648325355
125,125,16244.3217826827,95949.61538461538,80725.71656634814,0.0,1,0,1870840.933722341,212068.3105302038,1658772.6231921378,0.04,120468157.16742547,0,0,0,0,1219798.7561056134
126,126,17056.537871816836,95949.61538461538,86252.09334608006,0.0,0,0,1808024.6794989016,178475.89554270456,1629548.7839561969,0.04,120381905.0740794,0,0,0,0,1149677.1238908232
127,127,17909.364765407678,95949.61538461538,90749.60009656625,0.0,0,0,1747317.574013622,228591.56542317194,1518726.0085904503,0.04,120291155.47398283,0,0,0,0,1242744.0000474555
128,128,17909.364765407678,95949.61538461538,93525.02243591836,0.0,1,0,1688648.7994749225,347523.3083543715,1341125.4911205512,0.04,120197630.4515469,0,0,0,0,1091807.1030261791
129,129,17909.364765407678,95949.61538461538,93525.02243591836,0.0,1,0,1688648.7994749225,348703.56422879006,1339945.2352461328,0.04,120104105.42911097,0,0,0,0,984907.6291741674
130,130,17013.896527137294,95949.61538461538,82402.5005928519,0.0,3,0,1688648.7994749225,312730.39906768495,1375918.4004072377,0.04,120021702.92851813,0,0,0,0,1159152.674104904
131,131,16163.20170078043,95949.61538461538,79029.17043500417,0.0,2,0,1750381.892259398,301093.57929827354,1449288.312961124,0.04,119942673.75808312,0,0,0,0,899284.764602549
132,132,15355.041615741407,95949.61538461538,76628.55389224368,0.0,2,0,1814371.8040733358,427281.5630853887,1387090.2409879472,0.04,119866045.20419088,0,0,0,0,1060728.620828973
133,133,14587.289534954336,95949.61538461538,73549.78238341588,0.0,1,0,1880701.038998454,406292.3785479363,1474408.6604505177,0.04,119792495.42180747,0,0,0,0,1178130.6702518382
134,134,13857.925058206618,95949.61538461538,71582.70105341639,0.0,1,0,1949455.1172747954,240218.64980217765,1709236.4674726175,0.04,119720912.72075404,0,0,0,0,852476.1650960558
135,135,13165.028805296286,95949.61538461538,68759.97625715582,0.0,0,0,2020722.6855644917,330163.03295515315,1690559.6526093388,0.04,119652152.7444969,0,0,0,0,621515.8854549415
136,136,13165.028805296286,95949.61538461538,73953.35728520485,0.0,0,0,2094595.631246528,373286.2609050942,1721309.370341433,0.04,119578199.38721168,0,0,0,0,741613.013491728
137,137,13165.028805296286,95949.61538461538,73953.35728520485,0.0,0,0,2094595.631246528,228055.1741657724,1866540.457080755,0.04,119504246.02992648,0,0,0,0,949561.6511748774
138,138,13823.280245561102,95949.61538461538,73953.35728520485,0.0,0,0,2094595.631246528,214051.98093950847,1880543.6503070188,0.04,119430292.67264128,0,0,0,0,1119332.7917044589
139,139,14514.444257839157,95949.61538461538,68625.89682933345,0.0,1,0,2024266.4817736743,316876.12163509236,1707390.3601385818,0.04,119361666.77581194,0,0,0,0,1365908.6103817776
140,140,15240.166470731116,95949.61538461538,71300.78141438986,0.0,1,0,1956298.7376201996,155847.45070451536,1800451.2869156846,0.04,119290365.99439755,0,0,0,0,1508893.8527543552
141,141,16002.174794267672,95949.61538461538,71494.78105611025,0.0,2,0,1890613.1111063303,246439.56464306058,1644173.5464632695,0.04,119218871.21334144,0,0,0,0,1347766.4506288404
142,142,16802.283533981055,95949.61538461538,73720.29497006752,0.0,3,0,1827132.9767535226,313733.7622800001,1513399.2144735225,0.04,119145150.91837136,0,0,0,0,1247627.4256853121
143,143,17642.39771068011,95949.61538461538,76636.01057327176,0.0,3,0,1765784.2818971279,209090.41836414696,1556693.8635329814,0.04,119068514.9077981,0,0,0,0,1147744.3757583976
144,144,17642.39771068011,95949.61538461538,77873.96038092553,0.0,3,0,1706495.4603003552,377010.6077231696,1329484.8525771853,0.04,118990640.94741717,0,0,0,0,1095308.8442945648
145,145,17642.39771068011,95949.61538461538,87845.81272171941,0.0,2,0,1706495.4603003552,292549.68550021277,1413945.7748001423,0.04,118902795.13469546,0,0,0,0,1331575.3453658582
146,146,17642.39771068011,95949.61538461538,90224.46567825771,0.0,2,0,1706495.4603003552,244475.9780705676,1462019.4822297876,0.04,118812570.6690172,0,0,0,0,1115981.1784776084
147,147,17642.39771068011,95949.61538461538,67980.16907583867,0.0,5,0,1706495.4603003552,326611.95468341286,1379883.5056169424,0.04,118744590.49994135,0,0,0,0,1317898.5855487396
148,148,17642.39771068011,95949.61538461538,67980.16907583867,0.0,4,0,1706495.4603003552,289488.7469389507,1417006.7133614044,0.04,118676610.33086552,0,0,0,0,1414960.8256560839
149,149,16760.277825146102,95949.61538461538,69803.72065154935,0.0,3,0,1706495.4603003552,286093.15002419654,1420402.3102761586,0.04,118606806.61021397,0,0,0,0,1563007.5656905149
150,150,16760.277825146102,95949.61538461538,62804.56748676133,0.0,3,0,1768880.9857096428,188582.53440862123,1580298.4513010215,0.04,118544002.0427272,0,0,0,0,1280094.0237264389
